schema_version,run_name,stage,dataset,status,topology,encoder,prior,prior_weight,prior_type,graph_used_for_prior,prior_family,nominal_prior_weight,effective_prior_weight,initial_prior_loss,target_regularization_strength,calibration_reference_prior,effective_prior_contribution_mean,seed,config_hash,git_commit,config,diagnostics,H16,H32,final_train_loss,prior_loss_mean,wall_time_sec,condition,permutation_seed,metadata_dataset,metadata_domain,metadata_topology,metadata_graph_source,metadata_n_nodes,metadata_n_edges,metadata_n_frames,metadata_n_dim,metadata_position_dim,metadata_trajectory_shape,metadata_G,metadata_dt,metadata_softening,metadata_damping,metadata_noise,metadata_graph_k,metadata_sigma,metadata_seed,metadata_node_order_condition,metadata_feature_permuted,metadata_graph_permuted,metadata_permutation,created_at,baseline_condition,n_paired_seeds,delta_H16_condition_minus_original_mean,abs_delta_H16_mean,delta_H32_condition_minus_original_mean,abs_delta_H32_mean,metadata_npz_path
node_order_sanity_v2,node_order_ho_lattice_A_baseline_gnn_graph_lambda0p1_seed0,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.011309872567653657,0,eb41428cd9ae9b16d3c8d6165d549d9f4b5475f6ef756f4b0b465167adb3277e,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_A_baseline_gnn_graph_lambda0p1_seed0', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 0, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.159844945149922, 'covariance_condition_number': 6541.453053259907, 'projection_gaussianity_statistic': 9.458430744776484, 'rollout_errors': {'16': 0.22068797796964645, '32': 0.6238607075065374}, 'final_train_loss': 0.0035351397624860206, 'prior_loss_mean': 0.11309872567653656, 'transition_loss_mean': 0.001775185455335304, 'final_transition_loss': 0.00024165615711050728}",0.22068797796964645,0.6238607075065374,0.0035351397624860206,0.11309872567653656,20.801894187927246,A_baseline,9103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,A_baseline,False,False,,,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v2,node_order_ho_lattice_B_permuted_both_gnn_graph_lambda0p1_seed0,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.011309872816006344,0,942cafd3dee09434e66838c106c5607a7486266b09ae5fe23bfbaf75a5df8cd2,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_B_permuted_both_gnn_graph_lambda0p1_seed0', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 0, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.159850244867791, 'covariance_condition_number': 6542.5006399348995, 'projection_gaussianity_statistic': 9.458435124150538, 'rollout_errors': {'16': 0.22068797098472714, '32': 0.6238606870174408}, 'final_train_loss': 0.0035351408490290246, 'prior_loss_mean': 0.11309872816006343, 'transition_loss_mean': 0.0017751854213808353, 'final_transition_loss': 0.00024165610375348479}",0.22068797098472714,0.6238606870174408,0.0035351408490290246,0.11309872816006343,18.755042791366577,B_permuted_both,9103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,B_permuted_both,True,True,"[4, 16, 45, 7, 32, 46, 62, 15, 18, 20, 34, 33, 1, 30, 50, 59, 52, 0, 3, 2, 39, 6, 38, 9, 28, 21, 25, 23, 56, 19, 17, 43, 37, 10, 49, 27, 61, 22, 53, 41, 60, 5, 47, 36, 31, 42, 44, 26, 11, 13, 54, 40, 57, 35, 24, 8, 63, 29, 55, 48, 14, 58, 51, 12]",,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v2,node_order_ho_lattice_C_permuted_data_only_gnn_graph_lambda0p1_seed0,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.016424913307030994,0,a1947df611d9d84bc2678672fc9b104fcd6216faf5d749294d4a9fb0b2348a3e,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_C_permuted_data_only_gnn_graph_lambda0p1_seed0', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 0, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 5.046161268870446, 'covariance_condition_number': 1878.0898144542434, 'projection_gaussianity_statistic': 9.407664261598091, 'rollout_errors': {'16': 0.21691777044907212, '32': 0.6032111588865519}, 'final_train_loss': 0.0047802976332604885, 'prior_loss_mean': 0.16424913307030994, 'transition_loss_mean': 0.0017727460789804658, 'final_transition_loss': 0.00024404696887359023}",0.21691777044907212,0.6032111588865519,0.0047802976332604885,0.16424913307030994,19.556116104125977,C_permuted_data_only,9103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,C_permuted_data_only,True,False,"[4, 16, 45, 7, 32, 46, 62, 15, 18, 20, 34, 33, 1, 30, 50, 59, 52, 0, 3, 2, 39, 6, 38, 9, 28, 21, 25, 23, 56, 19, 17, 43, 37, 10, 49, 27, 61, 22, 53, 41, 60, 5, 47, 36, 31, 42, 44, 26, 11, 13, 54, 40, 57, 35, 24, 8, 63, 29, 55, 48, 14, 58, 51, 12]",,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v2,node_order_ho_lattice_A_baseline_gnn_graph_lambda0p1_seed1,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.009654723058144252,1,05e02b20e4369cc327baa77e29a90abbf7a68f9a7d5eaa25a60f5bf8354db477,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_A_baseline_gnn_graph_lambda0p1_seed1', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.462996513733178, 'covariance_condition_number': 4060.8333024062704, 'projection_gaussianity_statistic': 9.698902856731104, 'rollout_errors': {'16': 0.24666897021234035, '32': 0.7940014339983463}, 'final_train_loss': 0.003374299965798855, 'prior_loss_mean': 0.09654723058144252, 'transition_loss_mean': 0.002216173046811794, 'final_transition_loss': 0.00028626872032570344}",0.24666897021234035,0.7940014339983463,0.003374299965798855,0.09654723058144252,21.931244611740112,A_baseline,109103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,A_baseline,False,False,,,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v2,node_order_ho_lattice_B_permuted_both_gnn_graph_lambda0p1_seed1,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.00965472319473823,1,e79f20cdc28a4e577801d41bb8f3cdbf36fe23ca65d4ecb5310d65fca5de1568,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_B_permuted_both_gnn_graph_lambda0p1_seed1', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.4630454946950247, 'covariance_condition_number': 4060.10373052938, 'projection_gaussianity_statistic': 9.69892498518234, 'rollout_errors': {'16': 0.24666865821927786, '32': 0.7939985729753971}, 'final_train_loss': 0.003374293213710189, 'prior_loss_mean': 0.0965472319473823, 'transition_loss_mean': 0.0022161728411447257, 'final_transition_loss': 0.000286268526300167}",0.24666865821927786,0.7939985729753971,0.003374293213710189,0.0965472319473823,21.055896997451782,B_permuted_both,109103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,B_permuted_both,True,True,"[5, 55, 9, 29, 21, 7, 41, 45, 53, 58, 18, 59, 60, 42, 10, 36, 50, 19, 49, 6, 16, 12, 52, 34, 56, 11, 48, 1, 54, 3, 51, 33, 15, 22, 23, 46, 26, 43, 62, 57, 35, 25, 63, 8, 32, 47, 17, 38, 14, 2, 61, 20, 31, 39, 0, 44, 4, 40, 30, 24, 28, 27, 13, 37]",,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v2,node_order_ho_lattice_C_permuted_data_only_gnn_graph_lambda0p1_seed1,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.01315560373167197,1,459af22ed6ad6b3020ae327e80746a9fa5bf2ad1fa12c8fe71b4ef9ba9c6945a,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_C_permuted_data_only_gnn_graph_lambda0p1_seed1', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 1, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.7096650163847755, 'covariance_condition_number': 10663.074287432843, 'projection_gaussianity_statistic': 9.357481560330244, 'rollout_errors': {'16': 0.29400311689823866, '32': 1.1378097012639046}, 'final_train_loss': 0.00396478238205115, 'prior_loss_mean': 0.1315560373167197, 'transition_loss_mean': 0.0021939370684170476, 'final_transition_loss': 0.00027188597596250474}",0.29400311689823866,1.1378097012639046,0.00396478238205115,0.1315560373167197,20.40454864501953,C_permuted_data_only,109103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,C_permuted_data_only,True,False,"[5, 55, 9, 29, 21, 7, 41, 45, 53, 58, 18, 59, 60, 42, 10, 36, 50, 19, 49, 6, 16, 12, 52, 34, 56, 11, 48, 1, 54, 3, 51, 33, 15, 22, 23, 46, 26, 43, 62, 57, 35, 25, 63, 8, 32, 47, 17, 38, 14, 2, 61, 20, 31, 39, 0, 44, 4, 40, 30, 24, 28, 27, 13, 37]",,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v2,node_order_ho_lattice_A_baseline_gnn_graph_lambda0p1_seed2,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.007865343354642392,2,389c0874cffd928d1e3616b7ff5b72b45536ac25c96081cab924313a9bd832b8,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_A_baseline_gnn_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.927613222059173, 'covariance_condition_number': 1816.234811001868, 'projection_gaussianity_statistic': 9.290751925580446, 'rollout_errors': {'16': 0.1481549870222807, '32': 0.4498215587809682}, 'final_train_loss': 0.0028003586921840906, 'prior_loss_mean': 0.07865343354642391, 'transition_loss_mean': 0.0008270648453617468, 'final_transition_loss': 0.00015444448702813437}",0.1481549870222807,0.4498215587809682,0.0028003586921840906,0.07865343354642391,20.81945538520813,A_baseline,209103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,A_baseline,False,False,,,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v2,node_order_ho_lattice_B_permuted_both_gnn_graph_lambda0p1_seed2,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.007865342870354652,2,77005ff03f480460ccb63e66b6f87bd2901f9fa0f47fcf5a8b2ac4b29cac9f0f,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_B_permuted_both_gnn_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 3.9276133658801755, 'covariance_condition_number': 1816.2569449381886, 'projection_gaussianity_statistic': 9.290753739272258, 'rollout_errors': {'16': 0.14815498562529683, '32': 0.4498221278190613}, 'final_train_loss': 0.0028003569847593703, 'prior_loss_mean': 0.07865342870354652, 'transition_loss_mean': 0.000827064783758639, 'final_transition_loss': 0.00015444428572664037}",0.14815498562529683,0.4498221278190613,0.0028003569847593703,0.07865342870354652,21.520389556884766,B_permuted_both,209103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,B_permuted_both,True,True,"[58, 11, 14, 35, 46, 3, 17, 15, 23, 37, 43, 39, 62, 8, 20, 55, 29, 6, 61, 42, 51, 53, 21, 52, 18, 41, 27, 34, 1, 30, 31, 44, 36, 56, 33, 59, 4, 26, 47, 48, 9, 5, 0, 19, 10, 50, 13, 32, 28, 54, 2, 45, 12, 57, 7, 25, 24, 16, 40, 49, 22, 63, 38, 60]",,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v2,node_order_ho_lattice_C_permuted_data_only_gnn_graph_lambda0p1_seed2,node_order_sanity,ho_lattice,ok,lattice,gnn_node,graph,0.1,graph,True,graph,0.1,0.1,nan,nan,graph,0.009256729347010453,2,80d95ed068309f2b24a5204a89fed9f60ec7fb54e54e05210a0cbffcff042570,069f6c7681f1d5742083609c0e7e8fac72d199cb,"{'run_name': 'node_order_ho_lattice_C_permuted_data_only_gnn_graph_lambda0p1_seed2', 'topology': 'lattice', 'encoder': 'gnn_node', 'prior': 'graph', 'seed': 2, 'num_epochs': 5, 'n_transitions': 96, 'eval_n_transitions': 32, 'stride': 5, 'eval_stride': 10, 'horizon': 1, 'eval_horizons': (16, 32), 'latent_dim': 16, 'node_dim': 16, 'hidden_dim': 64, 'transition_hidden_dim': 64, 'batch_size': 32, 'lr': 0.001, 'prior_weight': 0.1, 'sigreg_num_slices': 8, 'device': 'auto', 'data_root': '/home/user/projects/causalworld/data/ho_raw'}","{'effective_rank': 4.1349785500222485, 'covariance_condition_number': 9164.365184993769, 'projection_gaussianity_statistic': 9.44197850146828, 'rollout_errors': {'16': 0.1509548551402986, '32': 0.4801661418750882}, 'final_train_loss': 0.0031865823548287153, 'prior_loss_mean': 0.09256729347010453, 'transition_loss_mean': 0.0008289666545654958, 'final_transition_loss': 0.00015545729062675187}",0.1509548551402986,0.4801661418750882,0.0031865823548287153,0.09256729347010453,21.713362455368042,C_permuted_data_only,209103,ho_lattice,HO,lattice,,64,112,1000,,,,,,,,,,,,C_permuted_data_only,True,False,"[58, 11, 14, 35, 46, 3, 17, 15, 23, 37, 43, 39, 62, 8, 20, 55, 29, 6, 61, 42, 51, 53, 21, 52, 18, 41, 27, 34, 1, 30, 31, 44, 36, 56, 33, 59, 4, 26, 47, 48, 9, 5, 0, 19, 10, 50, 13, 32, 28, 54, 2, 45, 12, 57, 7, 25, 24, 16, 40, 49, 22, 63, 38, 60]",,,,,,,,/home/user/projects/causalworld/data/ho_raw/ho_lattice.npz
node_order_sanity_v1,,node_order_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,A_baseline,,,,,,,,,,,,,,,,,,,,,,,,2026-05-02T00:10:32.626694+00:00,original,3,-0.02398623138045271,0.04358191338057319,-0.2501498842611909,0.3038812102749944,
node_order_sanity_v1,,node_order_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,B_permuted_both,,,,,,,,,,,,,,,,,,,,,,,,2026-05-02T00:10:32.626741+00:00,original,3,-0.023986338172107935,0.043582015515615545,-0.25015065508584183,0.30388196744024754,
node_order_sanity_v1,,node_order_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,C_permuted_data_only,,,,,,,,,,,,,,,,,,,,,,,,2026-05-02T00:10:32.626761+00:00,original,3,-0.008531628952672085,0.026319748256355524,-0.13231545034796,0.18307714319477478,
node_order_sanity_v1,,node_order_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,consistent_permuted_nodes,,,,,,,,,,,,,,,,,,,,,,,,2026-05-02T00:10:32.626780+00:00,original,3,4.7807892163594566e-08,5.587935447692871e-08,2.728775143623352e-07,2.728775143623352e-07,
node_order_sanity_v1,,node_order_comparison,,,,,,,,,,,,,,,,,,,,,,,,,,mismatched_original_x_permuted_l,,,,,,,,,,,,,,,,,,,,,,,,2026-05-02T00:10:32.626798+00:00,original,3,0.0004634374442199866,0.006611858339359363,-0.0018187568833430607,0.026357533410191536,
